0,7.242,0,0,0,0
1,7.985,0.743,0.743,2377.6,2377.6
2,8.74,0.755,1.498,2416,4793.6
3,9.505,0.765,2.263,2448,7241.6
4,10.277,0.772,3.035,2470.4,9712
5,11.055,0.778,3.813,2489.6,12201.6
6,11.838,0.783,4.596,2505.6,14707.2
7,12.626,0.788,5.384,2521.6,17228.8
